"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",54.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",52.3,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",57.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",59.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",63.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",35.3,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",31.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",37,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",36.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",39.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",40.3,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",45.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",14.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",14.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",16,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",16.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",18.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",18.5,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",22.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",42.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",40.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",43.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",42.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",44.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",45.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",49.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",72.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",70,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",73.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",72,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",74.1,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",77.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",77.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",55.4,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",53,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",58.4,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",56.4,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",59.3,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",62.9,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",66.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",43.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",41.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",44.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",42.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",44.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",47.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",49.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",28.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",26.3,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",27.8,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",30.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",28.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",32,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",32.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",51.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",48.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",51.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",50.4,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",51.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",54,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",55.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",69.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",67.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",70.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",68.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",70.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",74,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",75.4,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",53.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",51.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",56.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",54.4,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",58.5,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",61.1,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",64.9,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",39.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",36.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",40.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",39.9,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",42,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",43.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",47.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",20.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",19.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",20.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",22.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",22.8,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",24.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",27,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",46.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",44.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",47.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",46.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",48.1,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",49.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",52.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",92.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",91.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",91.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",87.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",93.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",86.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",90.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",84.3,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2018","2018",84.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2019","2019",87.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2020","2020",88.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2021","2021",91.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2022","2022",88,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",86.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",83.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",84,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",80.3,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",83.6,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",82.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",68.7,,
